date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:38:51	11505/11505	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Nov%202020%2021:39:18%20GMT	https://newcrestmining.ltd/?a=cust&page=services	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/indexef6b.html	(from https://newcrestmining.ltd/)
06:38:51	5923/5923	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Nov%202020%2021:39:20%20GMT	https://newcrestmining.ltd/?a=login	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/indexc30b.html	(from https://newcrestmining.ltd/)
06:38:51	9875/9875	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Nov%202020%2021:39:26%20GMT	https://newcrestmining.ltd/?a=signup	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/indexcca3.html	(from https://newcrestmining.ltd/)
06:38:52	15360/15360	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/bar.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/bar.png	(from https://newcrestmining.ltd/)
06:39:02	634792/634792	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/slider/slider-2.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/slider/slider-2.jpg	(from https://newcrestmining.ltd/)
06:39:04	53913/53913	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jul%202020%2011:46:09%20GMT	https://newcrestmining.ltd/images/about.jpeg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/about.jpg	(from https://newcrestmining.ltd/)
06:39:20	742420/742420	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/slider/slider-3.jpg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/slider/slider-3.jpg	(from https://newcrestmining.ltd/)
06:39:24	3132/3132	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/icons/login.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/icons/login.png	(from https://newcrestmining.ltd/)
06:39:27	2570/2570	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:47:29%20GMT	https://newcrestmining.ltd/images/icons/quantity.png	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/icons/quantity.png	(from https://newcrestmining.ltd/)
06:39:28	444560/444560	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jul%202020%2013:23:50%20GMT	https://newcrestmining.ltd/images/3.jpeg	C:/My%20Web%20Sites/newcrest/newcrestmining.ltd/images/3.jpg	(from https://newcrestmining.ltd/)
